C:\EngNCERP\eegdata\dat\vhassanssvep.NED	Frequency:	512Hz
²ÉÑù	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27	28	29	30	31	32	33	34	35	36
0.086	-224.949	-251.616	-55021.010	-12384.141	-236.970	-225.657	-46444.545	-107462.525	-82597.778	-73414.040	-31969.798	-36854.848	-10760.202	-18129.091	-23262.424	-28653.939	7236.364	-22532.828	-41129.495	-10510.202	-37284.949	-85852.121	13070.505	12251.616	11739.798	13088.485	13155.051	-17350.101	-16186.566	-8791.717	-54725.253	-61468.586	-22314.444	-50126.364	-22806.364	-74580.505	
0.088	-235.051	-266.768	8463.333	8385.455	-252.121	-233.636	8513.636	7561.616	6985.354	7029.798	7789.495	7538.081	7765.758	7822.424	7561.616	7953.434	7525.354	7447.879	7719.091	7669.091	7862.626	7392.121	7840.505	7856.869	7632.323	7032.020	7905.657	7684.747	7720.505	7793.131	7827.273	7802.020	7555.354	7572.727	7788.788	7378.889	
0.090	-177.576	-23199.899	-22334.444	-19465.960	-8252.323	-7777.273	14303.232	17605.960	43302.929	34871.515	9222.525	-9975.556	-31441.919	2894.848	-40888.586	444.242	-40370.808	82300.101	35661.919	80927.677	1576.061	54018.485	-44041.010	-6431.919	-11625.657	-66628.687	-33171.111	-10187.273	24371.111	-19930.909	27654.141	7585.657	-8686.667	-13399.091	-13179.596	8496.263	
0.092	8367.475	-127556.869	-592468.990	-667893.838	-73084.747	-65349.697	-558461.919	-507302.020	-363535.556	-380455.455	-547214.848	-582176.061	-662372.525	-579852.323	-657685.354	-574761.111	-720916.869	79015.960	-397516.667	-90204.343	-532065.354	-324434.343	-772859.596	-686208.283	-694180.101	-803594.747	-749579.495	-609417.273	-513442.424	-645037.172	-429745.758	-529824.242	-584093.838	-582774.747	-594668.990	-506699.798	
0.094	22571.010	-14860.808	-1442101.414	-1668712.525	-4768.586	-1624.848	-1553587.778	-1406092.222	-1229841.010	-1179272.727	-1546328.384	-1540248.990	-1647572.828	-1590850.404	-1611848.283	-1555803.333	-1738781.111	-1156800.909	-1254256.162	-1366700.303	-1403509.596	-1256167.576	-1813054.949	-1773869.798	-1768290.000	-1822895.455	-1798818.687	-1594393.535	-1568623.434	-1642946.768	-1277933.333	-1471745.354	-1539915.556	-1516657.475	-1547142.121	-1399203.939	
0.096	16219.091	16430.101	-2010767.778	-2016509.091	17037.374	16984.242	-2016509.091	-2009484.545	-1833371.212	-1730526.869	-2016509.091	-2016509.091	-2016509.091	-2016509.091	-2016509.091	-2016509.091	-2016509.091	-2016509.091	-1850336.061	-2016509.091	-1988639.293	-1904203.232	-2016509.091	-2016509.091	-2016509.091	-2016509.091	-2016509.091	-2016509.091	-2016509.091	-2016509.091	-1861042.929	-2016509.091	-2016509.091	-2016509.091	-2016509.091	-2007344.444	
0.098	10067.879	10275.556	-2016509.091	-2016509.091	10913.535	10831.818	-2016509.091	-2016509.091	-2016509.091	-1932285.758	-2016509.091	-2016509.091	-2016509.091	-2016509.091	-2016509.091	-2016509.091	-2016509.091	-2016509.091	-2016509.091	-2016509.091	-2016509.091	-2016509.091	-2016509.091	-2016509.091	-2016509.091	-2016509.091	-2016509.091	-2016509.091	-2016509.091	-2016509.091	-2016509.091	-2016509.091	-2016509.091	-2016509.091	-2016509.091	-2016509.091	
0.100	1963.838	2027.475	-2002270.000	-2016509.091	2315.960	2241.515	-2016509.091	-2016509.091	-1963485.354	-1818703.232	-2016509.091	-2016509.091	-2016509.091	-2016509.091	-2016509.091	-2016509.091	-2016509.091	-2016509.091	-1902443.232	-2016509.091	-1982999.495	-2016509.091	-2016509.091	-2016509.091	-2016509.091	-2016509.091	-2016509.091	-2016509.091	-2016509.091	-2016509.091	-1933043.535	-2016509.091	-2016509.091	-2016509.091	-2016509.091	-2016509.091	
0.102	-188.384	-214.848	-1467422.626	-1557514.848	-194.444	-187.475	-1646532.626	-1617025.657	-1463196.566	-1340231.818	-1603638.485	-1590072.727	-1519475.253	-1575799.495	-1533131.818	-1581917.778	-1429117.879	-1846019.192	-1370748.485	-1763848.788	-1418142.020	-1547661.414	-1397140.101	-1440358.687	-1428912.121	-1372466.970	-1396121.515	-1547320.707	-1608642.727	-1520578.182	-1412946.162	-1619277.475	-1494641.010	-1583912.626	-1497660.909	-1561091.515	
0.104	-207.172	-229.798	-649384.949	-576522.727	-221.818	-209.293	-714278.182	-786067.879	-674592.424	-614057.273	-655549.091	-661532.727	-551648.687	-600136.970	-599206.061	-635229.394	-424290.000	-760004.646	-583022.828	-658566.667	-577981.010	-721624.444	-360210.808	-382593.131	-382165.253	-345832.929	-356447.778	-585221.313	-608234.242	-542230.606	-621752.121	-726091.818	-581521.515	-686390.505	-587310.404	-706811.616	
